2004–	2004-
Ohcejot`guoika	Ohcejotguoika
Okasašmearrádusaid	Oktasašmearrádusaid
Oktibuot	Oktiibuot
Oktiibuoŧ	Oktiibuot
Olenogorskkas	Olenogorskas
Olggešbellodaga	Olgešbellodaga
Olggešbellodat	Olgešbellodat
Olgggobealde	Olggobealde
Olgoritdirektoráhtas	Olgoriikadirektoráhtas
Olgoritministtar	Olgoriikaministtar
Oljorevrrat	Oljorevrret
Ollogat	Ollugat
Olluhat	Ollugat
Olmmaivággái	Olmmáivággái
Olmmaivákkis	Olmmáivákkis
Olmmáivággai	Olmmáivággái
Olmmáiváikkis	Olmmáivákkis
Olymppia	Olympia
Om.	Omd.
Omas-vuonas	Omasvuonas
Oppohatvihkái	Oppahatvihkái
Organisašuvdanstruktuvra	Organisašuvdnastruktuvra
Organiserenamálle	Organiserenmálle
Orušii	Orošii
Oskuoahpahussi	Oskuoahpahussii
Osllu	Oslo
Otna	Otne
Oudalasvarre	Ovddaldasvárri
Ouiti	Outi
Ounasjoga	Ovnnesjoga
OvB	OVB
Ovdaneami	Ovdáneami
Ovdaseattiin	Ovdaseahtain
Ovdda	Ovtta
Ovddadusbellodaga	Ovddádusbellodaga
Ovddadusbellodagain	Ovddádusbellodagain
Ovddadusbellodagas	Ovddádusbellodagas
Ovddadusbellodat	Ovddádusbellodat
Ovddádusbelodahkii	Ovddádusbellodahkii
Ovdeliš	Ovdalis
Ovttamanut	Ovttatmanu
Ovttaoaivilias	Ovttaoaivilis
Ozovuoigatvuoda	Ozovuoigatvuođa
Ođđá	Ođđa
P4:š	P4:s
Pakistáner	Pakistánar
Palto	Paltto
Parlameantaralaš	Parlamentáralaš
Parlameanttaralaš	Parlamentáralaš
Parlamentta	Parlameantta
Parlamenttaralaš	Parlamentáralaš
Parlamentarálaš	Parlamentáralaš
Personálstivrra	Personálastivrra
Perualaččat	Perulaččat
Petrozavodskis	Petrozavodskas
Pirtiijärvi	Pirttijärvi
Pirtijävri	Pirttijärvi
Pirttajärvi	Pirttijärvi
Poastaboksá	Poastaboksa
Poktasašvuohta	oktasašvuohta
Politija	Politiija
Politijat	Politiijat
Politiját	Politiijat
Politikalaš	Politihkalaš
Porche	Porsche
Porsánggu	Porsáŋggu
Porsánggus	Porsáŋggus
Porsángu	Porsáŋgu
Poršaŋggu	Porsáŋggu
Poršánggu	Porsáŋggu
Poršánggus	Porsáŋggus
Posáŋggus	Porsáŋggus
Praguaya	Paraguaya
Praktihkkalaš	Praktihkalaš
Prestbakkmo	Prestbakmo
Prinsippa	Prinsihpa
Privahta	Priváhta
Prixai	Prixii
Proavas	Proavás
Promillegilvvu	Promillagilvvu
Prošeakteruđaid	Prošeaktaruđaid
Prošeeaktaáigodagas	Prošeaktaáigodagas
Pršaŋgui	Porsáŋgui
Psykogeriatrijalaš	Psykogeriatriijalaš
Pulvvaraparahtaid	Pulvvarapparáhtaid
Pyskologa	Psykologa
Qaanaag:s	Qaanaaqas
Quvigag	Qavigaq
Rabdal	Randal
Rafi	Ráfi
Rahkadedje	Ráhkadedje
Raisavuotna	Ráisavuotna
Ranghild	Ragnhild
Ravotjohka	Rávotjohka
Raymon	Raymond
Reantut	Reanttut
Rehketdoalutallat	Rehketdoallologut
Ridus	Riđus
Rihttás	Rihtás
Riihmágálláin	Riihmagálláin
Rikkarevišuvnnas	Riikkarevišuvnnas
Ristamuornjággas	Ristamuornjárggas
Ristenráuna	Ristenrauna
Risttálaš	Risttalaš
Riđđu-festi-válas	Riddu-festiválas
Roavatjohka	Roavátjohka
Roavesávvonis	Roavesavvonis
Roavvesávvonis	Roavesavvonis
Roavvesávvonnis	Roavesavvonis
Roavvotjogas	Roavotjogas
Roađuin	Ruođuin
Romantihkkalaš	Romantihkalaš
Romsdálas	Romsdalas
Romssaas	Romssas
Romssii	Romsii
Romálaš	romalaš
Roung	Ruong
Ruhtašeakka	Ruhtašeahkka
Ruksesriebanaŧ	Ruksesriebanat
Rungu	Ruŋgu
Ruonaeanama	Ruonáeatnama
Ruovttubáikematkkošteaddjiid	Ruovttubáikemátkkošteddjiid
Ruovttusuodjaleddjit	Ruovttusuodjaleaddjit
Ruoŧ	Ruoŧa
Ruoŧas-Suomas	Ruoŧŧa-Suomas
Ruoŧta	Ruoŧŧa
Rustefielbma	Ruostefielbmá
Rustefielbmá	Ruostefielbmá
Rusttegiida	Rusttegiidda
Ruvvas	Ruvvaš
Ruškessáhpan	Ruškessáhpán
Ruŧtii	Ruŧŧii
Ráddehus	Ráđđehus
Rádjarasttildeamiin	Rádjarasttildemiin
Ráhkkistehpet	Ráhkistehpet
Ráissá	Ráissa
Ráissás	Ráissas
Ráissávuonas	Ráisavuonas
Ráisá	Ráisa
Ránaidsullo	Ránáidsullo
Ránddá	Ránda
Rápmefievrredeapmi	Rápmafievrredeapmi
Rástegáissa	Rástegáissá
Ráve-party	Raveparty
Rávisobmuidoahpahus	Rávisolbmuidoahpahus
Rávttošvuomigierra	Rávttošvuomegiera
Ráđđáhussii	Ráđđehussii
Ráŋggástuslága	Ráŋggáštuslága
SAFE:ai	SAFE:i
SGP:ai	SGP:i
SGPai	SGP:i
Saare	Saari
Sabassen	Sabbasen
Sahtá	Sáhttá
Sahtášii	Sáhtášii
Saint-Exupry	Saint-Exupéry
Saivvuopmi	Sáivvuopmi
Salášvággi	Sálašvággi
SamSamTak:a	SamTak
Samediggi	Sámediggi
Samedikki	Sámedikki
Samedikkis	Sámedikkis
Sameradio	Sámeradio
Sami	Sámi
Samiid	Sámiid
Samiradio	Sámiradio
Sammallahtti	Sammallahti
Sandbergga	Sandberga
Sara:i	Sarai
Sarggo	Sárggo
Sarrre	Sarre
Sarvesčielgi	Sarvvesčielgi
Satnejođiheaddji	Sátnejođiheaddji
Savä	Sevä
Scherfp	Scherpf
School:ii	Schoolii
Sd.dieđ	St.dieđ.
Seahkkevuona	Seahkkavuona
Seaidnu	Sieinnus
Seamm	Seamma
Seammas	Seammás
Seađašii	Seađášii
Seseana	Sesana
Setergamdalenis	Sætergamdalenis
Seurujärvikari	Seurujärvi-Kari
Shcnitler	Schnitler
She-fongá	Shefonga
Sibirjás	Sibirjjás
Sieida	Sieiddá
Sieiddajoga	Sieiddájoga
Sierrapedagogálaš	Sierrapedagogalaš
Sihkke	Sihke
Sihčajár	Sihčajávrri
Sijtei	Sijtii
Sirbma	Sirbmá
Sirbmás	Sirpmás
Sisilialáččat	Sisilialaččat
Skanit	Skánit
Skarfvággi	Skárfvággi
Skeanka	Skeaŋka
Skervvás	Skiervvás
Sketsmokorset	Skedsmokorset
Ski-doo	Ski-Doo
Skirvejávrris	Skirvvejávrris
Skervá	Skiervá
Skervás	Skiervvás
Skoghøi	Skoghøy
Skohtegeaidnu	Skohtergeaidnu
Skoválaččaŧ	Skoválaččat
Skuohtanjarga	Skuohtanjárga
Skuohttanjarga	Skuohttanjárga
Skuuterluodda	Skuterluodda
Skuvlagovatŧ	Skuvlagovat
Skáanit	Skánit
Skáni	Skániid
Skánis	Skániin
Sloahtas	Šloahtas
Sloahtta	Šloahtta
Smediggi	Sámediggi
Smedikki	Sámedikki
Smiehtaskasat	Smihtaskasat
Soabbada	Soabada
Soaittan	Soaittán
Soaiála	Sosiála
Soalddahat	Soalddáhat
Soapmasat	Soapmásat
Sobmy	Somby
Soffa	Soffá
Soffacuiggodeaddji	Soffácuiggodeaddji
Sohpparvadda	Sohpparvađđa
Soilbakk	Solbakk
Solbakken-Härkonen	Solbakken-Härkönen
Solbergga	Solberga
Solberggas	Solbergas
Sombu	Somby
Somby:ii	Sombyi
Sorjjakehtes	Sorjjaskeahtes
Sosialistalaš	Sosialisttalaš
Sosiálistalaš	Sosialisttalaš
Sosiálisttalaš	Sosialisttalaš
Spalloaivi	Spálloaivi
Spektrumas	Spektrumis
Spellemannprisena	Spellemannsprisena
Spiertagáissa	Spiertagáissá
Sportsskytter	Sportskytter
Spániijas	Spánias
SPÁNIJAS	SPÁNIAS
Spánijai	Spániai
Stahta	Stáhta
Stahtaráđis	Stáhtaráđis
Staskog	Statskog
Statoilo	Statoil
Statskogai	Statskogii
Statskogs	Statsskoga
Steinár	Steinar
Stockolmmas	Stockholmas
Stoltenbergga	Stoltenberga
Storadiggi	Stuorradiggi
Storeviika	Storevika
Stourajavrre	Stuorajávri
Strandebarm-vuostildeaddjit	Strandebarm-vuosttildeaddjit
Strandebarmma	Strandebarma
Strindberggas	Strindbergas
Strupesang	Čottalávlun
Studieinspektøra	Studieinspektevra
Stuoradigegválgii	Stuorradiggeválgii
Stuoradigge	Stuorradikke
Stuoradikkedieđahus	Stuorradiggedieđáhus
Stuorradikkedieđáhus	Stuorradiggedieđáhus
Stuorrarošujogas	Stuorrarošujogaš
Stuorádiggeáirras	Stuoradiggeáirras
Stádameahcce	Stádameahci
Stádavuovde	Stádavuovdi
Stáhtabušehta	Stáhtabušeahta
Stáhtá	Stáhta
Sunnje	Sutnje
Suodalusa	Suodjalusa
Suodjaluskommánddo	Suodjaluskommándo
Suoladit	Suoládit
Suolggujohka	Šuolggajohka
Suomá	Suoma
Suorgihahtti	Suorggahahtti
Suoššjávre	Šuoššjávri
Susannás	Susánnás
Suväjärvi	Syväjärvi
Sveicas	Šveicas
Sveičas	Šveicas
Sværde	Sverd
Syktyvkarska	Syktyvkara
Sáb	SáB
Sáhtan	Sáhtán
Sáhtat	Sáhtát
Sáhttan	Sáhtán
Sáhttibeahte	Sáhttibeahtti
Sáhtáná	Sáhtána
Sállevárre	Sállevárri
Sámdiggeráđđi	Sámediggeráđđi
Sámdiggi	Sámediggi
Sámedeggeválgga	Sámediggeválgga
Sámediggai	Sámediggái
Sámedigge	Sámedikke
Sámediggeráde	Sámediggeráđe
Sámediggerádi	Sámediggeráđi
Sámediigi	Sámediggi
Sámediki	Sámedikki
Sámedikkiráđi	Sámediggeráđi
Sámedikkiválggaid	Sámediggeválggaid
Sámeedikki	Sámedikki
Sámeguovllunjuolggadusaŧ	Sámeguovlonjuolggadusat
Sámekánale	sámekanála
Sámemanntálla	Sámemantálla
Sámemeastir	Sámemeasttir
Sámemeastirfinálas	Sámemeasttirfinálas
Sámemeaštir	Sámemeašttir
Sámevuoigatvuođatlávdegotti	Sámevuoigatvuođalávdegotti
Sámieatneln	Sámieatnan
Sámii	Sámiid
Sámu	Sámi
Sápmai	Sápmái
Sápmeláččat	Sápmelaččat
Sápmelččaid	Sápmelaččaid
Sápmiparkkas	Sápmiparkas
Sáráhka	Sáráhká
Sáráhkas	Sáráhkás
Sáráhkka	Sáráhkká
Sávcaboanddat	Sávzaboanddat
Sávžžus	Čávžžus
Sážža	Sážžá
Sážžás	Sáččás
Tamperees	Tamperes
Tapeis	Tapeias
Tapio:ii	Tapioi
Taxi	Tákse
Teáther	Teáhter
Teaterein	Teateriin
Tekhihkalas	Teknihkalaš
Telemedisinalaš	Telemedisiinnalaš
Teletorggas	Teletorgas
Tennesee	Tennessee
Thailandda	Thailanda
Thailanddas	Thailandas
Thommessen	Thommesen
Tihttal	Tihttel
Tingsret	Tingsrett
Tjell	Tjelle
Tornjørn	Torbjørn
Tradnoma	Tradenoma
Transejoik	Transjoik
Trimuf	Triumf
Tromssás	Tromssas
Trondinin	Trondimin
Tronheim	Trondheim
Trøndelágii	Trøndelagii
Turistain	Turisttain
UV:ai	UV:i
Uarctic	UArctic
Uhcastálos	Uhcastáloš
UiTØ	UiTø
Ulbil	Ulbmil
Unicoda-teknologiija	Unicode-teknologiija
Uniuvdna	Uniovdna
Uniuvdnii	Uniovdnii
Uniuvnna	Uniovnna
Univeristehta	Universitehta
Universetehtas	Universitehtas
Universietehtii	Universitehtii
Universitehtta	Universitehta
Universtehtas	Universitehtas
Univesitehta	Universitehta
Unjargga	Unjárgga
Unversitehtastivra	Universitehtastivra
Unviersitehtas	Universitehtas
Unárgga	Unjárgga
Urheilotalo	Urheilutalo
Urjö	Yrjö
Vahäpihä	Vanhapiha
Vaiko	vaikko
Vaillahan	Váillahan
Valdoragat	Váldoragat
Valkeapaa	Valkeapää
Valkeapæ	Valkeapää
Valkepää	Valkeapää
Válkeapãã	Valkeapää
Valkeapãã	Valkeapää
Valkiæpææ	Valkeapää
Valáštallanhallas	Valáštallanhállas
Vardobaiki	Várdobáiki
Vatnatjávri	Vatnimajávri
Vatnimjávri	Vatnimajávri
Vattenfestiválaš	Vattenfestivalenis
Veahaš	Veaháš
Veakehit	Veahkehit
Vearidida	Veardida
Vearroguitečálliŧ	Vearroguitečállit
Vedhuggnes	Vedhugnes
Vela	Velá
Velo	Veli
Vialjat	Vieljat
Viedokonferánsarusttegat	Videokonferánsarusttegat
Viesterális	Viestterálas
Vihkkedallamistis	Vihkkedallamisttis
Viidasit	Viidásit
Viiđát	Viđát
Vimmat	Viimmat
Vimme	Wimme
Virgai	Virgái
Virgáibidjámis	Virgáibidjamis
Vuigatvuođalávdegotti	Vuoigatvuođalávdegotti
Vuoccetvuopmi	Vuohcetvuopmi
Vuoddasvárri	Vuottašvárri
Vuogehii	Vuogihii
Vuoigatvuohtaministerjiijái	Vuoigatvuođaministeriijai
Vuoktačuohppahatfitnodat	Vuoktačuohpahatfitnodat
Vuolgasmasjohka	Vuolgamašjohka
Vuolle-Geavŋŋas	Vuolle-Geavŋŋis
Vuoofágalohkama	Vuođđofágalohkama
Vuorkadávvirat	Vuorká-Dávvirat
Vuorkkagovva	Vuorkkágovva
Vuorká-Dávvviriin	Vuorká-Dávviriin
Vuorkááššenr	Vuorkááššenr.
Vuostaš	Vuosttaš
Vuostebealiŧ	Vuostebealit
Vuosttažettin	Vuosttažettiin
Vuosttščájálmas	Vuosttaščájálmas
Vuovdaguikkas	Vuovdaguoikkas
Váhnenkeahttassearvvi	Váhnenkeahtessearvvi
Váhnenkeahttás	Váhnenkeahtes
Váhčiri	Váhčirii
Váibbihan	Váibbahan
Váiddakeahttá	Váiddekeahttá
Váillevaš	Váilevaš
Váilojit	Váilot
Vájas	Vajas
Válaštallan	Valáštallan
Válddan	Válddán
Váldojuolggadusat	Váldonjuolggadusat
Váldoáššálaccat	Váldoáššálaččat
Várggain	Várggáin
Várggat	Várggát
Várrá	Várra
Vástadus	Vástádus
Vátádusat	Vástádusat
Vázzálan	Vázzilan
Välkeapää	Valkeapää
Walesis	Walesas
Wenhce	Wenche
Wiler	Wilen
Yat-kha	Yat-Kha
Yle:ii	Ylei
Yle:s	Yles
Yorkis	Yorkas
Youngiin	Youngain
Youtube	YouTube
Zealanddas	Zealandas
Zealeanddas	Zealandas
Zell:ii	Zellii
aboneanttaide	abonneanttaide
abstrakta	abstrákta
abut	ábut
adaptašudvii	adaptašuvdnii
addan	addán
additiivaide	additiivvaide
adelmáilmmis	ádelmáilmmis
adjanivččii	ádjánivččii
adnimin	atnimin
adnojuvvoi	adnojuvvui
advokahtta	advokáhtta
agivuločiidda	agivuložiidda
agresiiva	aggressiiva
agrešuvdna	aggrešuvdna
ahe	ahte
ahkasaš	ahkásaš
ahkáhaš	ahkahaš
ahtii	áhtii
ahttalaš	ahttalas
aibbas	áibbas
aiddostahttiŧ	aiddostahttit
aidduhan	áidduhan
aidduhin	áidduhin
aidduhit	áidduhit
aidna	áidna
aigemearri	áigemearri
aigge	áigge
aiggi	áiggi
aiggis	áiggis
aiggo	áiggo
aiggun	áiggun
aigot	áigot
aigu	áigu
aigumen	áigumen
aigut	áigut
aitosaccat	aitosaččat
aj	ja
akademihkár	akademihkar
aktiivalaččat	aktiivvalaččat
aktivvalaččat	aktiivvalaččat
aktoealihaŧ	aktoealihat
aktoráđálaččaŧ	aktoráđálaččat
akšuvdadoaluin	akšuvdnadoaluin
akšuvdnavuggiid	akšuvdnavugiid
alaš	aláš
albm1ái	albmái
albmotlašbeaivi	álbmotlašbeaivi
albmáiolbmo	almmáiolbmo
alccasii	alccesis
alccedeamet	alcceseamet
alccesaset	alcceseaset
alccesii	alccesis
alces	alcces
alelassii	álelassii
alfabeahtalaš	alfabehtalaš
alga	álgá
alggahan	álggahan
algá	álgá
alimiiddádasadet	alimiiddáseattet
alimusrievttijustitiarus	alimusrievttijustitiarius
alki	álki
allagealddamásttaŧ	allagealddamásttat
allaskuvllafáláldat	allaskuvlafálaldat
allaskuvllaŧ	allaskuvllat
allaskuvlá	allaskuvla
alle	dalle
almmai	almmái
almmolaccat	almmolaččat
almmolas	almmolaš
almmuhuvui	almmuhuvvui
almmuhuvvet	almmuhuvvojit
almmuhuvvoi	almmuhuvvui
almmulaš	almmolaš
alo	álo
alvvalas	alvvalaš
amadadju	ámadadju
amadaju	ámadaju
amadajuid	ámadajuid
amadajut	ámadajut
amalgama	amalgáma
ambasadevra	ambassadevra
ambassadoran	ambassadevran
ambulansa	ambulánsa
amerihka	amerihká
amerihkalaš	amerihkálaš
amerihkkálaš	amerihkálaš
ammas	amas
ammatsuorgái	ámmátsuorgái
amoc	Amoc
amás	amas
analiseret	analyseret
anatomijalaš	anatomiijalaš
andagassii	ándagassii
anehahtti	anihahtti
anoniima	anonyma
anti-rasistalaš	antirasisttalaš
anáris	Anáris
apeallas	kapeallas
apparahta	apparáhta
apparahtta	apparáhtta
aprilmánu	áprilmánu
arbevirolaš	árbevirolaš
areaálii	areálii
arenáin	arenain
arenát	arenat
arkiivaide	arkiivvaide
arkitekta	arkiteakta
arktitektuvrras	arkitektuvrras
arrat	árrat
artihkala	artihkkala
artihkalis	artihkkalis
artihkalistis	artihkkalisttis
artihkkalistis	artihkkalisttis
artihkkel	artihkal
artistaid	artisttaid
arvvostallat	árvvoštallat
arvvoštallat	árvvoštallat
asahit	ásahit
asahuvvon	ásahuvvon
asahuvvot	ásahuvvot
aspirantan	aspirántan
assadeabbo	gasit
assiid	ássiid
asttoáigge	astoáigge
at	ahte
atlása	átlasa
atnan	atnán
atnobiktasiid	atnubiktasiid
atnojit	adnojit
attaldagat	attáldagat
avdnasiid	ávdnasiid
aviisaid	aviissaid
aviisaide	aviissaide
aviisain	aviissain
avisii	áviisii
avjodinga	ávjodiŋga
avviissa	aviissa
avvudeami	ávvudeami
avžžuhat	ávžžuhat
ađaide	áđaide
aŋgiris	áŋgiris
aŋke	aŋkke
ašši	ášši
aššit	áššit
badjana	badjána
badjanan	badjánan
badjelas	badjelaš
badjelbáza	badjebáza
badjebázahaga	badjebáhcaga
badjelluotta	badjeluotta
badjelmearálaccat	badjelmearálaččat
badjelš	badjelaš
badjeolbuid	badjeolbmuid
badjerádjemeariŧ	badjerádjemearit
badjigit	badjugit
badjilmearalaccat	badjelmearálaččat
badjilmeare	badjelmeare
baessá	beassá
baha	bahá
bahabihkkán	bahánihkkán
bahabut	bahábut
bahanihkkán	bahánihkkán
bahcá	báhcá
bahkkaseamos	báhkkaseamos
bahánihkkanat	baháneahkkánat
bahánihkánis	bahánihkkánis
baiccá	baicca
baikkiin	báikkiin
baikkáhalla	baikkahallá
bajabealde	bajábealde
bajas	bajás
bajasgeassimii	bajásgeassimii
bajasgeassimiidda	bajásgeassimiidda
bajasgeassimis	bajásgeassimis
bajasgeassin	bajásgeassin
bajasgesson	bajásgesson
bajasšaddan	bajásšaddan
bajemus	bajimus
bajemusas	bajimusas
bajemussii	bajimussii
bajimusasa	bajimusas
bajánas	bajánaš
bajásčuožželeami	bajásčuožžileami
bakteriaid	bakteriijaid
bakteriat	bakteriijat
bakčasat	bákčasat
balddahallat	balddáhallat
balddalagaid	bálddalagaid
balddas	bálddas
balla	ballá
balleahta	baleahta
ballestalai	ballástalai
ballestallat	ballástallat
balljo	bálljo
balluid	bálluid
balvalusaid	bálvalusaid
balá	bala
balánseret	balanseret
banana	banána
bandain	bánddain
baniiguin	bániiguin
bara	bára
bardni	bárdni
barga	bargá
barggaši	barggašii
barggiid	bargiid
barggiidde	bargiide
barggiide	bargiide
barggit	bargit
barggudet	barggodet
bargguidda	bargguide
bargguigun	bargguiguin
barggá	bargga
bargiguin	bargiiguin
bargiibellodat	bargiidbellodat
bargiidde	bargiide
bargodiili	bargodili
bargoduođaštusmáŋggehusaiguin	bargoduođaštusmáŋgehusaiguin
bargohárjaneami	bargohárjáneami
bargohárjaneapmi	bargohárjáneapmi
bargomátkiid	bargomátkkiid
bargomátkiin	bargomátkkiin
bargoskihpariin	bargoskihpáriin
bargoskihppáriid	bargoskihpáriid
bargoáhki	bargoahki
barguid	bargguid
barguimahccamii	barguimáhccamii
bargujoavku	bargojoavku
bargujuvvui	bargojuvvui
bargánis	barggánis
bartideimme	bártideimme
baseaŋgaide	basseaŋggaide
bassebeavi	bassebeaivi
basádit	basadit
batnedivššarbálvalusas	bátnedivššárbálvalusas
bc	bc.
bdii	bođii
beaggan	beaggán
beahtala	biehttala
beaivai	beaivái
beaive	beaivi
beaivegirjjii	beaivegirjji
beaivvaduvvon	beaiváduvvon
beaivvalaččat	beaivválaččat
beaivvalaš	beaivválaš
beaivves	beaivvis
beaivviid	beivviid
beaivváduvvon	beaiváduvvon
beaiváš	beaivváš
beaivášis	beaivásis
beakkan	beakkán
beakkanis	beakkánis
beakkáneammos	beakkáneamos
beakt	beaktu
bealakeahtes	bealátkeahtes
bealalaš	bealálaš
bealatlaš	bealálaš
bealdi	bealde
bealgoalmmat	bealgoalmmát
bealjjehis	bealjehis
bealjái	bealljái
bealladagas	bealládagas
beallefinálai	beallefinálii
beallemuttos	beallemuttus
beallesuroheamit	beallesuruheamit
bealljebuncciid	bealljebunciid
bealljeheamit	bealjeheamit
bealáhat	bealágat
bearašsoadjalusa	bearašsuodjalusa
bearaščájálmaš	bearaščájálmas
bearjadag	bearjadaga
bearjaga	bearjadaga
bearoškeahttá	beroškeahttá
bearraigeahču	bearráigeahču
bearraigeahčču	bearráigeahčču
bearraŧ	bearrat
bearražis	bearrašis
bearre	beare
bearráigeahččuin	bearráigeahčuin
bearráigehčuin	bearráigeahčuin
bearráša	bearraša
bearrášiid	bearrašiid
bearrášiidda	bearrašiidda
bearrášiin	bearrašiin
bearáš	bearaš
bearášterapeuta	bearašterapevta
beassa	beassá
beassaimet	beasaimet
beassašbeaivi	beassášbeaivi
beassašbeaivvi	beassášbeaivvi
beassažiid	beassážiid
beastasit	beastásit
beastiŧ	beastit
beasái	beasai
beasán	beasan
beatnagiigui	beatnagiiguin
beavde	beavdi
beavdegeahčai	beavdegeahčái
beavdegirjjid	beavdegirjjiid
beavttalmahttit	beavttálmahttit
beaškkala	beaškala
behttala	biehttala
behttalit	biehttalit
beiviid	beivviid
beivvi	beaivvi
beladduide	bealdduide
bensigávppiin	bensingávppiin
berosmeahtton	berosmeahttun
berošdupmi	beroštupmi
berošgeahtta	beroškeahttá
beroškeahtta	beroškeahttá
beroštisgoahtit	beroštišgoahtit
beroštumii	beroštupmái
berošumiid	beroštumiid
berreivčče	berrešedje
berreli	berrelii
berresivčče	berrešedje
berrešivčče	berrešedje
berrešivččii	berrešii
berrešivččiigo	berrešiigo
berrrešivččiigo	berrešiigo
bessat	beassat
bevlamáđiijaid	bievlamáđijaid
biddj	biddjo
biddjat	bidjat
biddjujedje	biddjojedje
bidja	bidjá
bidjojuvvoje	biddjojuvvoje
bidján	bidjan
bidját	bidjat
biebmantáiggit	biebmanáiggit
biebmo	biebmu
biebmoabu	biebmoábu
biebmon	biebmun
biebmubearráigeahčču	biebmobearráigeahčču
biebmuid	biepmuid
biehkulas	bihkolas
biehmun	biebmun
biehtala	biehttala
biehtalkeahteš	biehtalkeahtes
bieksuid	bievssuid
bieksut	bievssut
biellabeasi	giellabeasi
biepmon	biebmun
bierget	birget
bierggasat	biergasat
bierggastiŧ	bierggastit
biergobuhttadeaddjin	biergobuvttadeaddjin
bifila	bifiila
bihta	bihtá
bihtain	bihtáin
bihtas	bihtás
bihtta	bihttá
bihttáin	bihtáin
biilaboahkana	biilaboahkána
biilaladnja	biilalatnja
biilavuodjit	biilavuoddjit
biillla	biilla
biilluodda	biilaluodda
bijái	bijai
biktasiigguin	biktasiiguin
biktasit	biktasiid
biktásiid	biktasiid
bilagii	bilágai
bilikeahttá	bilitkeahttá
biljarda	biljárda
billahuvva	billahuvvá
binna	binná
biologijjii	biologiijii
bira	birra
birasgahttendepartementii	birasgáhttendepartementii
birasgahttenhoavdda	birasgáhttenhoavdda
birasgahttenministar	birasgáhttenministtar
birasgahttenossodat	birasgáhttenossodat
birasgealbofierpmádaŧ	birasgealbofierpmádat
birasgáhttenkampanja	birasgáhttenkampánja
biraspoltihka	biraspolitihka
birgelági	birgenlági
birgenlagis	birgenlágis
birrasistis	birrasisttis
birrra	birra
birrá	birra
birut	birot
bisan	bisán
bisanan	bisánan
bisanansadji	bisánansadji
bisanasten	bisánastán
bisanastten	bisánastán
bisanii	bisánii
bisanit	bisánit
biseha	bisseha
bisjosiidda	bidjosiidda
bismasgotteráđi	bismagotteráđi
bispabihaheami	bispavihaheami
bissevaš	bistevaš
bissevašvuođa	bistevašvuođa
bissárahttimen	bissáráhttimen
bistii	bisttii
bisttáhallaŧ	bisttáhallat
bisániii	bisánii
bisáná	bisána
bivdan	bivdán
bivdigoahtet	bivdigohtet
bivdimiš	bivdimis
bivdoskihpar	bivdoskihpár
bivdoskihparat	bivdoskihpárat
bivdoskihppáris	bivdoskihpáris
bivdovuoigatvuoda	bivdovuoigatvuođa
bivttasdiŋggáid	bivttasdiŋggaid
bivud	bivdu
bivva	bivvá
bivástathájain	bivastathájain
bivástatrávssáid	bivastatrávssáid
blađđi	bláđđi
boa-res	boares
boahkana	boahkána
boahta	boahtá
boahtan	boahtán
boahte	boahtte
boahtegohte	boahtigohte
boahtemin	boahtimin
boahtet	bohtet
boahtetáiggis	boahtteáiggis
boahtevaš	boahttevaš
boahteáigge	boahtteáigge
boahteáiggi	boahtteáiggi
boahteáiggis	boahtteáiggis
boahteáigái	boahtteáigái
boahti	boahtti
boahtste	boahtte
boahtteváš	boahttevaš
boahtteáigges	boahtteáiggis
boaittobealođastusaŧ	boaittobealođastusat
boareš	boares
boarrasamos	boarrásamos
boarraseabbo	boarráseabbo
boarraseabbu	boarráseabbo
boarraseammos	boarráseamos
boarraseamos	boarráseamos
boarraseappot	boarráseappot
boarrasepmosii	boarrásepmosii
boarrasepmosis	boarrásepmosis
boarraset	boarráset
boarrasiid	boarrásiid
boarrasit	boarrásit
boarrasut	boarrásut
boarráseamosat	boarrásepmosat
boarrásot	boarrásut
boarásnun	boarásnuvvon
boastaboksái	boastaboksii
boastakántuvrrii	boastakantuvrii
boastogiroboandan	boastagiroboandan
boasttogáldduid	boasttogálduid
boasttut	boastut
boatkkakeahttá	boatkkukeahttá
boazo	boazu
boazobibmin	boazobibmiin
boazodaolu	boazodoalu
boazodoallo	boazodoallu
boazodoalloadvokahtta	boazodoalloadvokáhtta
boazodoallojovkku	boazodoallojoavkku
boazodoallui	boazodollui
boazodutkkit	boazodutkit
boazoeaiggat	boazoeaiggát
boazoeatnatvuodain	boazoeatnatvuođain
boazoedoallokántuvra	boazodoallokantuvra
boazoguođohanvuoigavuohta	guođohanvuoigatvuohta
boazoguvlluin	boazoguovlluin
boazoi	bohccui
boazonjuovaháhkii	boazonjuovahahkii
boazonjuováhaga	boazonjuovahaga
boazoÂ­doalliid	boazodolliid
boazočalát	boazoealát
boazudoalliid	boazodolliid
boazudoallu	boazodoallu
boazudoalu	boazodoalu
boazudoalus	boazodoalus
boazudollui	boazodollui
boađašedje	boađášedje
boađašii	boađášii
boađe-boađi	boađi-boađi
boađusárvvoštallamisastis	boađusárvvoštallamisttis
bodii	bođii
bodnejietnja	bodnejiekŋa
bohccobiergo	bohccobiergu
bohccoid	bohccuid
bohccu	bohcco
bohcida	bohciida
bohcidahttit	bohciidahttit
bohcidahttá	bohciidahttá
bohcidahttán	bohciidahttán
bohcidan	bohciidan
bohcidin	bohciidin
bohcidit	bohciidit
bohcit	bohčit
